1)riId	2)riType	3)regulatorId	4)regulatorName	5)cnfName	19)targetTuOrGene	27)riPMIDS 
RDBECOLIRIC01017	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01001:ssrS-ygfA	18177266 
RDBECOLIRIC01018	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC02038:ydbK-ompN	24025246;26279566 
RDBECOLIRIC01019	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC02038:ydbK-ompN	24025246;26279566 
RDBECOLIRIC01020	tf-promoter	RDBECOLITFC00154	NanR	DNA-binding transcriptional dual regulator NanR	RDBECOLITUC01352:nanXY	23935044;34824476 
RDBECOLIRIC01021	tf-promoter	RDBECOLITFC00154	NanR	DNA-binding transcriptional dual regulator NanR	RDBECOLITUC01352:nanXY	23935044;29529243;26843427;34824476 
RDBECOLIRIC01022	tf-promoter	RDBECOLITFC00154	NanR	DNA-binding transcriptional dual regulator NanR	RDBECOLITUC01352:nanXY	23935044;29529243;26843427;34824476 
RDBECOLIRIC01024	tf-promoter	RDBECOLITFC00196	BasR	DNA-binding transcriptional dual regulator BasR-phosphorylated	RDBECOLITUC03786:qseBC	24062463 
RDBECOLIRIC01030	tf-promoter	RDBECOLITFC00127	FeaR	FeaR	RDBECOLITUC02046:tynA	24013633 
RDBECOLIRIC01031	tf-promoter	RDBECOLITFC00127	FeaR	FeaR	RDBECOLITUC02046:tynA	24013633 
RDBECOLIRIC01032	tf-promoter	RDBECOLITFC00127	FeaR	FeaR	RDBECOLITUC02966:feaB	24013633 
RDBECOLIRIC01033	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02966:feaB	8631685 
RDBECOLIRIC01034	tf-promoter	RDBECOLITFC00135	Nac	Nac	RDBECOLITUC02043:feaR	24013633;28061857 
RDBECOLIRIC01035	tf-promoter	RDBECOLITFC00193	RclR	RclR	RDBECOLITUC00172:rclABC	24078635 
RDBECOLIRIC01037	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02433:cspD	24509317 
RDBECOLIRIC01038	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02433:cspD	24509317 
RDBECOLIRIC01039	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC03037:yehF	24335284 
RDBECOLIRIC01040	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC01086:sfsB	24335284 
RDBECOLIRIC01041	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC00684:yecT	24335284 
RDBECOLIRIC01042	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC01028:yqhG	24335284 
RDBECOLIRIC01043	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC02935:ygiZ	24335284 
RDBECOLIRIC01044	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC02783:yidL	24335284 
RDBECOLIRIC01045	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC00198:ykiA	24335284 
RDBECOLIRIC01046	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC00500:ynbABCD	24335284 
RDBECOLIRIC01047	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC00631:ynjI	24335284 
RDBECOLIRIC01048	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02051:bglG	15520470;20952573 
RDBECOLIRIC01049	tf-promoter	RDBECOLITFC00095	RcsB-BglJ	RcsB-BglJ	RDBECOLITUC02051:bglG	16207917;20952573;24335284;8725214 
RDBECOLIRIC01054	tf-promoter	RDBECOLITFC00220	HipB	HipB	RDBECOLITUC03619:relA-mazEF	24089053 
RDBECOLIRIC01055	tf-promoter	RDBECOLITFC00137	HipAB	HipAB	RDBECOLITUC03619:relA-mazEF	24089053 
RDBECOLIRIC01056	tf-tu	RDBECOLITFC00220	HipB	HipB	RDBECOLITUC00855:eutHA	24089053 
RDBECOLIRIC01057	tf-promoter	RDBECOLITFC00220	HipB	HipB	RDBECOLITUC01054:fadH	24089053 
RDBECOLIRIC01058	tf-tu	RDBECOLITFC00220	HipB	HipB	RDBECOLITUC00855:eutHA	24089053 
RDBECOLIRIC01059	tf-promoter	RDBECOLITFC00018	CsgD	CsgD	RDBECOLITUC01784:flgMN	24272779 
RDBECOLIRIC01060	tf-promoter	RDBECOLITFC00018	CsgD	CsgD	RDBECOLITUC01784:flgMN	24272779 
RDBECOLIRIC01061	tf-promoter	RDBECOLITFC00018	CsgD	CsgD	RDBECOLITUC03437:fliAZY	24272779 
RDBECOLIRIC01064	tf-promoter	RDBECOLITFC00175	MraZ	MraZ	RDBECOLITUC03031:mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	24659771;34824476 
RDBECOLIRIC01065	tf-promoter	RDBECOLITFC00175	MraZ	MraZ	RDBECOLITUC03031:mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	24659771;34824476 
RDBECOLIRIC01066	tf-promoter	RDBECOLITFC00175	MraZ	MraZ	RDBECOLITUC03031:mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	24659771;34824476 
RDBECOLIRIC01067	tf-promoter	RDBECOLITFC00175	MraZ	MraZ	RDBECOLITUC01219:mioC	24659771 
RDBECOLIRIC01068	tf-promoter	RDBECOLITFC00175	MraZ	MraZ	RDBECOLITUC01219:mioC	24659771 
RDBECOLIRIC01069	tf-promoter	RDBECOLITFC00175	MraZ	MraZ	RDBECOLITUC01219:mioC	24659771 
RDBECOLIRIC01070	tf-promoter	RDBECOLITFC00022	AraC	AraC-&alpha;-L-arabinopyranose DNA-binding transcriptional activator	RDBECOLITUC01951:ydeNM	24272778 
RDBECOLIRIC01071	tf-tu	RDBECOLITFC00022	AraC	DNA-binding transcriptional dual regulator AraC	RDBECOLITUC01337:ytfQRT-yjfF	24272778 
RDBECOLIRIC01072	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC00936:casABCDE12	24720807 
RDBECOLIRIC01073	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC00289:chiZPQ	24593230 
RDBECOLIRIC01074	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC00289:chiZPQ	24593230;21673794;26843427 
RDBECOLIRIC01075	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03177:pck	24814025;31734389;21673794;26843427 
RDBECOLIRIC01076	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC03177:pck	24814025;21673794;26843427 
RDBECOLIRIC01077	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC03155:crp	24923415;29394395;21115656;26843427 
RDBECOLIRIC01078	tf-promoter	RDBECOLITFC00113	PaaX	DNA-binding transcriptional repressor PaaX	RDBECOLITUC03679:paaXY	24983528 
RDBECOLIRIC01080	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC01873:patA	9813115 
RDBECOLIRIC01081	tf-promoter	RDBECOLITFC00065	AcrR	AcrR	RDBECOLITUC03225:marRAB	25176444 
RDBECOLIRIC01082	tf-promoter	RDBECOLITFC00065	AcrR	AcrR	RDBECOLITUC03476:soxR	25176444 
RDBECOLIRIC01083	tf-promoter	RDBECOLITFC00065	AcrR	AcrR	RDBECOLITUC03246:soxS	25176444 
RDBECOLIRIC01084	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC02070:relA	24947454 
RDBECOLIRIC01085	tf-promoter	RDBECOLITFC00152	CysB	DNA-binding transcriptional dual regulator CysB	RDBECOLITUC00457:yciW	25103863;31823602 
RDBECOLIRIC01086	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC00971:ygeH	25103863 
RDBECOLIRIC01087	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC00263:ybdN	25103863 
RDBECOLIRIC01088	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC00554:dgcZ	25103863 
RDBECOLIRIC01089	tf-tu	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC00804:yfbR	25103863 
RDBECOLIRIC01090	tf-promoter	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC00654:yoaC	25103863 
RDBECOLIRIC01091	tf-tu	RDBECOLITFC00152	CysB	CysB-<i>O</i>-acetyl-L-serine DNA-binding transcriptional dual regulator	RDBECOLITUC02072:ariR	25103863 
RDBECOLIRIC01092	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03225:marRAB	25294881 
RDBECOLIRIC01093	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC00736:cyaR	25246476 
RDBECOLIRIC01094	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC00612:rprA	25246476 
RDBECOLIRIC01095	tf-promoter	RDBECOLITFC00103	SutR	SutR	RDBECOLITUC00513:sutR	25406449;34428301 
RDBECOLIRIC01096	tf-promoter	RDBECOLITFC00103	SutR	SutR	RDBECOLITUC00513:sutR	25406449 
RDBECOLIRIC01097	tf-tu	RDBECOLITFC00103	SutR	SutR	RDBECOLITUC02881:ydcO	25406449;34428301 
RDBECOLIRIC01098	tf-promoter	RDBECOLITFC00103	SutR	SutR	RDBECOLITUC03437:fliAZY	25406449 
RDBECOLIRIC01099	tf-promoter	RDBECOLITFC00103	SutR	SutR	RDBECOLITUC02434:cysE	25406449 
RDBECOLIRIC01100	tf-promoter	RDBECOLITFC00120	CusR	DNA-binding transcriptional activator CusR-phosphorylated	RDBECOLITUC00703:hiuH-msrPQ	25568260;27983483;35816552;34824476 
RDBECOLIRIC01101	tf-promoter	RDBECOLITFC00073	HprR	HprR-P	RDBECOLITUC00703:hiuH-msrPQ	25568260;27983483;35816552 
RDBECOLIRIC01103	tf-promoter	RDBECOLITFC00141	YdeO	YdeO	RDBECOLITUC01722:gadW	25375160 
RDBECOLIRIC01104	tf-promoter	RDBECOLITFC00141	YdeO	YdeO	RDBECOLITUC03321:hyaABCDEF	25375160 
RDBECOLIRIC01105	tf-promoter	RDBECOLITFC00141	YdeO	YdeO	RDBECOLITUC03134:appCBA-yccB	25375160 
RDBECOLIRIC01106	tf-promoter	RDBECOLITFC00141	YdeO	YdeO	RDBECOLITUC01886:yiiS-uspD	25375160 
RDBECOLIRIC01107	tf-promoter	RDBECOLITFC00141	YdeO	YdeO	RDBECOLITUC03133:slp-dctR	25375160 
RDBECOLIRIC01108	tf-tu	RDBECOLITFC00141	YdeO	YdeO	RDBECOLITUC01442:nhaR	25375160 
RDBECOLIRIC01110	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03659:proVWX	25673659 
RDBECOLIRIC01111	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03659:proVWX	25673659 
RDBECOLIRIC01112	tf-promoter	RDBECOLITFC00040	OmpR	OmpR-P	RDBECOLITUC02665:pgaABCD	25667010 
RDBECOLIRIC01113	tf-promoter	RDBECOLITFC00197	CRP-Sxy	CRP-Sxy	RDBECOLITUC02859:yccR	25491382;31543875 
RDBECOLIRIC01114	tf-tu	RDBECOLITFC00035	Zur	Zur-Zn<sup>2+</sup> DNA-binding transcriptional repressor	RDBECOLITUC02868:pliG	25369000;26843427 
RDBECOLIRIC01116	tf-promoter	RDBECOLITFC00083	NimR	NimR	RDBECOLITUC00643:nimT	25790494;29529243 
RDBECOLIRIC01117	tf-promoter	RDBECOLITFC00083	NimR	NimR	RDBECOLITUC00643:nimT	25790494;29529243 
RDBECOLIRIC01118	tf-promoter	RDBECOLITFC00083	NimR	NimR	RDBECOLITUC00643:nimT	25790494;29529243;34824476 
RDBECOLIRIC01119	tf-promoter	RDBECOLITFC00083	NimR	NimR	RDBECOLITUC02891:yeaM	25790494;29529243;34824476 
RDBECOLIRIC01120	tf-promoter	RDBECOLITFC00083	NimR	NimR	RDBECOLITUC02891:yeaM	25790494;29529243 
RDBECOLIRIC01121	tf-promoter	RDBECOLITFC00083	NimR	NimR	RDBECOLITUC02891:yeaM	25790494;29529243 
RDBECOLIRIC01122	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC01184:secB-gpsA	10074084;9023186 
RDBECOLIRIC01123	tf-promoter	RDBECOLITFC00109	ArgR	ArgR-L-arginine DNA-binding transcriptional dual regulator	RDBECOLITUC00343:lysO	25845847 
RDBECOLIRIC01124	tf-promoter	RDBECOLITFC00109	ArgR	ArgR-L-arginine DNA-binding transcriptional dual regulator	RDBECOLITUC00343:lysO	17074904;25845847 
RDBECOLIRIC01125	tf-promoter	RDBECOLITFC00120	CusR	DNA-binding transcriptional activator CusR-phosphorylated	RDBECOLITUC03138:cyoABCDE	25568260 
RDBECOLIRIC01126	tf-promoter	RDBECOLITFC00073	HprR	HprR-P	RDBECOLITUC03138:cyoABCDE	25568260 
RDBECOLIRIC01127	tf-promoter	RDBECOLITFC00073	HprR	HprR-P	RDBECOLITUC01808:cusRS	25568260 
RDBECOLIRIC01128	tf-promoter	RDBECOLITFC00073	HprR	HprR-P	RDBECOLITUC01807:cusCFBA	27983483 
RDBECOLIRIC01129	tf-tu	RDBECOLITFC00192	YebK	YebK	RDBECOLITUC00678:yebK	26121029 
RDBECOLIRIC01130	tf-promoter	RDBECOLITFC00101	YjjQ	YjjQ	RDBECOLITUC00315:ybhL	26078445 
RDBECOLIRIC01131	tf-promoter	RDBECOLITFC00101	YjjQ	YjjQ	RDBECOLITUC00895:yfiR-dgcN-yfiB	26078445 
RDBECOLIRIC01132	tf-promoter	RDBECOLITFC00101	YjjQ	YjjQ	RDBECOLITUC00454:ymiA-yciX	26078445 
RDBECOLIRIC01133	tf-promoter	RDBECOLITFC00101	YjjQ	YjjQ	RDBECOLITUC00373:gfcA	26078445 
RDBECOLIRIC01134	tf-promoter	RDBECOLITFC00101	YjjQ	YjjQ	RDBECOLITUC00373:gfcA	26078445 
RDBECOLIRIC01135	tf-promoter	RDBECOLITFC00101	YjjQ	YjjQ	RDBECOLITUC03172:flhDC	26078445 
RDBECOLIRIC01136	tf-promoter	RDBECOLITFC00101	YjjQ	YjjQ	RDBECOLITUC03086:ompC	26078445 
RDBECOLIRIC01137	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator		17224606 
RDBECOLIRIC01138	tf-promoter	RDBECOLITFC00126	FadR	FadR	RDBECOLITUC02080:fabI	25802297 
RDBECOLIRIC01139	tf-promoter	RDBECOLITFC00126	FadR	FadR	RDBECOLITUC02078:accA	25802297 
RDBECOLIRIC01140	tf-promoter	RDBECOLITFC00126	FadR	FadR	RDBECOLITUC02079:accBC	25802297 
RDBECOLIRIC01141	tf-promoter	RDBECOLITFC00126	FadR	FadR	RDBECOLITUC03266:accD	25802297 
RDBECOLIRIC01143	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC02551:ydeP	26010043 
RDBECOLIRIC01144	tf-promoter	RDBECOLITFC00085	NarP	DNA-binding transcriptional dual regulator NarP-phosphorylated	RDBECOLITUC02551:ydeP	26010043 
RDBECOLIRIC01145	tf-promoter	RDBECOLITFC00100	UvrY	DNA-binding transcriptional activator UvrY-phosphorylated	RDBECOLITUC02551:ydeP	26010043 
RDBECOLIRIC01146	tf-promoter	RDBECOLITFC00100	UvrY	DNA-binding transcriptional activator UvrY-phosphorylated	RDBECOLITUC03166:uhpT	26010043 
RDBECOLIRIC01165	tf-promoter	RDBECOLITFC00016	MqsA	MqsA	RDBECOLITUC03415:csgDEFG	24212724 
RDBECOLIRIC01166	tf-promoter	RDBECOLITFC00152	CysB	DNA-binding transcriptional dual regulator CysB	RDBECOLITUC00626:tcyP	26350134;35453340 
RDBECOLIRIC01167	tf-promoter	RDBECOLITFC00152	CysB	DNA-binding transcriptional dual regulator CysB	RDBECOLITUC01597:tcyJ	26350134 
RDBECOLIRIC01169	tf-promoter	RDBECOLITFC00090	XylR	DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose	RDBECOLITUC03040:araC	26527647 
RDBECOLIRIC01170	tf-promoter	RDBECOLITFC00090	XylR	DNA-binding transcriptional dual regulator XylR-&alpha;-D-xylopyranose	RDBECOLITUC03040:araC	26527647 
RDBECOLIRIC01172	tf-promoter	RDBECOLITFC00001	ExuR	ExuR-&alpha;-D-galacturonate, &alpha;-D-glucuronate-DNA-binding transcriptional repressor	RDBECOLITUC01377:lgoR	26549308 
RDBECOLIRIC01173	tf-tu	RDBECOLITFC00001	ExuR	ExuR-&alpha;-D-galacturonate, &alpha;-D-glucuronate-DNA-binding transcriptional repressor	RDBECOLITUC02813:yjjN	26549308 
RDBECOLIRIC01174	tf-promoter	RDBECOLITFC00100	UvrY	DNA-binding transcriptional activator UvrY-phosphorylated	RDBECOLITUC02325:csrB	26673755;33318202;34220787;26843427 
RDBECOLIRIC01175	tf-promoter	RDBECOLITFC00100	UvrY	DNA-binding transcriptional activator UvrY-phosphorylated	RDBECOLITUC02330:csrC	26673755 
RDBECOLIRIC01177	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03138:cyoABCDE	17768236 
RDBECOLIRIC01180	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC00357:ldtD	23564175;25422305 
RDBECOLIRIC01185	tf-promoter	RDBECOLITFC00054	PgrR	PgrR	RDBECOLITUC02873:ycjG	27231238 
RDBECOLIRIC01186	tf-promoter	RDBECOLITFC00054	PgrR	PgrR	RDBECOLITUC01568:ycjXF-tyrR	27231238 
RDBECOLIRIC01187	tf-promoter	RDBECOLITFC00054	PgrR	PgrR	RDBECOLITUC03105:tyrR	27231238 
RDBECOLIRIC01188	tf-tu	RDBECOLITFC00054	PgrR	PgrR	RDBECOLITUC01947:mpaA	27231238 
RDBECOLIRIC01189	tf-tu	RDBECOLITFC00054	PgrR	PgrR	RDBECOLITUC00471:mppA	27231238 
RDBECOLIRIC01190	tf-promoter	RDBECOLITFC00001	ExuR	ExuR	RDBECOLITUC02083:exuR	6808145 
RDBECOLIRIC01191	tf-promoter	RDBECOLITFC00001	ExuR	ExuR	RDBECOLITUC02083:exuR	27129867 
RDBECOLIRIC01192	tf-promoter	RDBECOLITFC00142	UxuR	UxuR	RDBECOLITUC02083:exuR	27129867 
RDBECOLIRIC01193	tf-promoter	RDBECOLITFC00079	CecR	CecR	RDBECOLITUC00318:cecR-ybhGFSR	27112147;29529243;34824476 
RDBECOLIRIC01194	tf-tu	RDBECOLITFC00079	CecR	CecR	RDBECOLITUC02693:rhlE	27112147;29529243;34824476 
RDBECOLIRIC01196	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC01790:cspA	27252944 
RDBECOLIRIC01197	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC01790:cspA	27252944 
RDBECOLIRIC01198	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC01790:cspA	27252944 
RDBECOLIRIC01199	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC01790:cspA	27252944;21097887 
RDBECOLIRIC01200	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC01790:cspA	27252944;21097887 
RDBECOLIRIC01201	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01790:cspA	27252944;21097887;34791440 
RDBECOLIRIC01202	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01790:cspA	27252944;21097887 
RDBECOLIRIC01203	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01790:cspA	27252944;21097887 
RDBECOLIRIC01204	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01790:cspA	27252944;21097887 
RDBECOLIRIC01205	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC01790:cspA	18178221;21097887 
RDBECOLIRIC01208	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC02979:ompW	27303386;23818864 
RDBECOLIRIC01209	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC02979:ompW	27303386 
RDBECOLIRIC01210	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02979:ompW	27303386;21673794;26843427 
RDBECOLIRIC01211	tf-promoter	RDBECOLITFC00009	NarL	DNA-binding transcriptional dual regulator NarL-phosphorylated	RDBECOLITUC02979:ompW	27303386 
RDBECOLIRIC01215	tf-tu	RDBECOLITFC00047	DecR	DecR	RDBECOLITUC01069:cyuPA	27435271;29529243 
RDBECOLIRIC01216	tf-promoter	RDBECOLITFC00100	UvrY	DNA-binding transcriptional activator UvrY-phosphorylated	RDBECOLITUC03016:luxS	27362507 
RDBECOLIRIC01217	tf-promoter	RDBECOLITFC00065	AcrR	AcrR	RDBECOLITUC03172:flhDC	27558437 
RDBECOLIRIC01218	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02330:csrC	27551019 
RDBECOLIRIC01219	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02330:csrC	27551019 
RDBECOLIRIC01220	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02330:csrC	27551019 
RDBECOLIRIC01221	tf-promoter	RDBECOLITFC00194	HigA	antitoxin/DNA-binding transcriptional repressor HigA	RDBECOLITUC01055:higBA	27601326;33000860;34824476 
RDBECOLIRIC01222	tf-promoter	RDBECOLITFC00122	HigBA	HigBA	RDBECOLITUC01055:higBA	27601326 
RDBECOLIRIC01223	tf-promoter	RDBECOLITFC00122	HigBA	HigBA	RDBECOLITUC01055:higBA	27601326 
RDBECOLIRIC01224	tf-promoter	RDBECOLITFC00179	PdeL	DNA-binding transcriptional dual regulator/c-di-GMP phosphodiesterase PdeL	RDBECOLITUC01529:pdeL	26553851;34824476 
RDBECOLIRIC01225	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC02092:rseD-rpoE-rseABC	27629414 
RDBECOLIRIC01226	tf-promoter	RDBECOLITFC00153	NtrC	NtrC-P<sup>asp</sup>	RDBECOLITUC02092:rseD-rpoE-rseABC	27629414 
RDBECOLIRIC01227	tf-promoter	RDBECOLITFC00042	RcsB	DNA-binding transcriptional dual regulator RcsB-phosphorylated	RDBECOLITUC02092:rseD-rpoE-rseABC	27629414 
RDBECOLIRIC01228	tf-promoter	RDBECOLITFC00162	GlrR	DNA-binding transcriptional activator GlrR-phosphorylated	RDBECOLITUC02092:rseD-rpoE-rseABC	27629414 
RDBECOLIRIC01229	tf-promoter	RDBECOLITFC00162	GlrR	DNA-binding transcriptional activator GlrR-phosphorylated	RDBECOLITUC02092:rseD-rpoE-rseABC	27629414 
RDBECOLIRIC01230	tf-promoter	RDBECOLITFC00162	GlrR	DNA-binding transcriptional activator GlrR-phosphorylated	RDBECOLITUC02092:rseD-rpoE-rseABC	27629414 
RDBECOLIRIC01231	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC02091:rpoE-rseABC	27629414;29196655 
RDBECOLIRIC01235	tf-tu	RDBECOLITFC00185	YhaJ	YhaJ	RDBECOLITUC01068:yhaKL	27713734 
RDBECOLIRIC01236	tf-promoter	RDBECOLITFC00185	YhaJ	YhaJ	RDBECOLITUC02641:bssS	27713734 
RDBECOLIRIC01237	tf-tu	RDBECOLITFC00185	YhaJ	YhaJ	RDBECOLITUC00320:ybiJ	27713734 
RDBECOLIRIC01238	tf-tu	RDBECOLITFC00185	YhaJ	YhaJ	RDBECOLITUC01133:yhhW	27713734 
RDBECOLIRIC01239	tf-tu	RDBECOLITFC00185	YhaJ	YhaJ	RDBECOLITUC01064:yqjF	27713734 
RDBECOLIRIC01240	tf-tu	RDBECOLITFC00185	YhaJ	YhaJ	RDBECOLITUC02932:ygiD	27713734 
RDBECOLIRIC01241	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00586:mdtUJI	26313003;21097887 
RDBECOLIRIC01242	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00586:mdtUJI	26313003;21097887 
RDBECOLIRIC01243	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00586:mdtUJI	26313003;21097887 
RDBECOLIRIC01254	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC02325:csrB	26673755 
RDBECOLIRIC01273	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC01220:ravA-viaA	27979649;23818864 
RDBECOLIRIC01274	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC01220:ravA-viaA	27979649 
RDBECOLIRIC01275	tf-tu	RDBECOLITFC00086	FrmR	DNA-binding transcriptional repressor FrmR	RDBECOLITUC00187:frmRAB	27934966 
RDBECOLIRIC01278	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC03479:fecIR	28073397 
RDBECOLIRIC01279	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC00936:casABCDE12	28073397 
RDBECOLIRIC01280	tf-tu	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC00360:elfA	28073397 
RDBECOLIRIC01281	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC03642:paaABCDEFGHIJK	28073397;32849447 
RDBECOLIRIC01282	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC03642:paaABCDEFGHIJK	28073397;32849447 
RDBECOLIRIC01283	tf-promoter	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC03642:paaABCDEFGHIJK	28073397;32849447 
RDBECOLIRIC01284	tf-tu	RDBECOLITFC00136	SlyA	SlyA	RDBECOLITUC01361:sgcXBCQAER	28073397 
